être
à battre
pour devenir
à commencer
à saigner
faire sauter
à briser
à apporter
à construire
à brûler
à éclater
pour acheter
pour attraper
de choisir
à venir
au coût
au fluage
à couper
à faire
à tirer
à rêver
à boire
de conduire
à manger
à tomber
pour nourrir
de se sentir
pour lutter contre la
à trouver
pour s'adapter
à voler
à oublier
à pardonner
de geler
pour obtenir
pour donner
aller
à cultiver
à accrocher
à disposer
entendre
à cacher
à frapper
de tenir
faire du mal
à garder
se mettre à genoux
à savoir
de jeter
à conduire
de se pencher
d'apprendre
quitter
à prêter
à louer
pour mensonge
à la lumière
à perdre
à faire
pour signifier
pour répondre
confondre
à payer
à prouver
de mettre
de cesser de fumer
à lire
à monter
faire sonner
d'augmenter
pour exécuter
à-dire
à voir
chercher
à vendre
à envoyer
de mettre en
à coudre
à secouer
pour montrer
à rétrécir
fermer
à chanter
à couler
pour s'asseoir
pour dormir
à glisser
à semer
parler
à épeler
passer
renverser
gâcher
à se répandre
au printemps
de se
à voler
de s'en tenir
à piquer
à balayer
à gonfler
à nager
à balancer
à prendre
pour enseigner
à déchirer
à dire
à penser
à jeter
à comprendre
se réveiller
à porter
à pleurer
pour mouiller
à gagner
à vent
pour écrire
à se poser
se réveiller
à supporter
à plier
parier
faire une offre
pour lier
à peu
pour se reproduire
buste
à jeter
à cliver
à s'accrocher
pour habiller
à traiter
à creuser
à plonger
habiter
à fuir
à fling
d'interdire
d'abandonner
à dorer
à moudre
à tailler
à tricoter
à sauter
pour tondre
de plaider
à débarrasser
à scier
à raser
à cisailler
de mettre en
à briller
à chaussures
à tirer
à tuer
à bride
à s'échappera
à l'odeur
pour accélérer
aux effets
cracher
de diviser
à puer
parsemer
à marcher
de grève
à chaîne
à s'efforcer
jurer
à la sueur
à la poussée
de marcher
à tisser
de se marier
à tordre
