zu sein
zu schlagen
zu werden
zu beginnen
zu bluten
die Luft zu sprengen
zu brechen
zu bringen
zu bauen
zu brennen
zu platzen
zu kaufen
zu fangen
zu wählen,
zu kommen
Kosten
Kriechen
zu schneiden
zu tun
zu zeichnen
zu träumen
zu trinken
zu fahren
zu essen
zu fallen
zu ernähren
zu fühlen
zu kämpfen
zu finden
zu passen
fliegen
zu vergessen
zu vergeben
zu frieren
zu bekommen,
zu geben
zu gehen
wachsen
zu hängen
zu haben,
zu hören,
zu verbergen
zu treffen
zu halten
verletzt
zu halten
zu knien
zu wissen,
zu legen
zu führen
zum Anlehnen
zu lernen
zu verlassen
zu verleihen
zu lassen,
zu liegen
Licht
zu verlieren
zu machen
bedeuten,
zu treffen
zu verwechseln
zu zahlen
um zu beweisen,
zu setzen
zu beenden
lesen
zu reiten
klingelt
steigen
zu laufen
zu sagen
um zu sehen,
zu suchen
zu verkaufen
zu senden
eingestellt
zu nähen
zu schütteln
um zu zeigen,
zu schrumpfen
herunter
zu singen
zu sinken
zu sitzen
Schlaf
zu rutschen
zu säen
zu sprechen
zu buchstabieren
zu verbringen
verschüttet
zu verderben
zu verbreiten
bis zum Frühjahr
zu stehen
zu stehlen
zu kleben
zu stechen
zu fegen
anschwellen
schwimmen
zu schwingen
zu nehmen
zu lehren
zu reißen
zu sagen,
zu denken,
zu werfen
zu verstehen,
zu wecken
zu tragen
zu weinen
zu nass
zu gewinnen
Wind
zu schreiben
entstehen
zu erwachen
zu tragen
zu biegen
zu wetten
zu bieten
zu binden
Bit
zu züchten
Büste
zu werfen
zu spalten
klammern
zu kleiden
zu beschäftigen
zu graben,
zu tauchen
wohnen
zu fliehen
schleudern
zu verbieten
zu verlassen
zu vergolden
zu schleifen
zu hauen
zu stricken
zu springen
zu mähen
zu plädieren
zu befreien
sägen
zu rasieren
Scher
Schuppen
zu glänzen
Schuh
zu schießen
zu erschlagen
Schlinge zu
zu schleichen
zu riechen
zu beschleunigen
Spin
zu spucken
zu spalten
zu stinken
zu streuen
zu schreiten
Streik
String-
danach zu streben
zu schwören,
zu schwitzen
Schub
zu treten
zu weben
wed
zu wringen
